timestep,cell_id,free_energy,precision,agent_id,temperature,humidity,vegetation_density,biodiversity_index,carbon_flux
0,8828308033fffff,0.14096687881763986,1.0,0,19.971394590901742,0.6608491883031361,0.482809848650546,0.560669434385018,-0.009303843947253245
0,8828308627fffff,0.07403121475250901,1.0,1,19.920951125635323,0.5947720803501705,0.4558424402805448,0.5201091447135744,-0.04268468405340224
0,882830940bfffff,0.12778328676500825,1.0,2,20.036114932027186,0.6070860552558335,0.4128761373986426,0.49479519299180263,0.03611270916334542
0,882830919bfffff,0.17570275876355285,1.0,0,19.886762720837673,0.6310282668605631,0.5136172600580127,0.4485245375370458,0.05486878264275821
1,8828308033fffff,0.22638192934766294,1.0,0,21.660908304257774,0.6743127172171418,0.4556310920259292,0.5738293759592087,0.05752484252943284
1,8828308627fffff,0.11299901384710498,1.0,1,21.10120505686892,0.6943489292041218,0.5326143204424589,0.5920731397175741,0.1020573397008615
1,882830940bfffff,0.165681706615961,1.0,2,21.24174363572523,0.7865973417973489,0.5259199246222145,0.4740090607269436,-0.04770610786379999
1,882830919bfffff,0.27945156213703115,1.0,0,21.51030930002394,0.6719121183799949,0.6014525624589854,0.5427315799623289,0.12453989207432761
2,8828308033fffff,0.336488447601029,1.0,0,22.81099578545781,0.7150098461049481,0.4961661713571464,0.5966037970765959,0.015288261084209161
2,8828308627fffff,0.16612271547137347,1.0,1,21.667247218072156,0.6818800273844193,0.43172222087330236,0.656751969561566,0.027244035992556592
2,882830940bfffff,0.21726264661775002,1.0,2,22.12815257939907,0.6093179326720821,0.6548092450960824,0.6669136402143327,0.017174711482420155
2,882830919bfffff,0.39169967187716925,1.0,0,22.500460751070207,0.6901364395825282,0.5766302448444637,0.6901665187752245,0.01140251823740597
3,8828308033fffff,0.4416252444700826,1.0,0,22.754297394831898,0.6861849601856617,0.6130231653004327,0.696156741470526,-0.03642862264142514
3,8828308627fffff,0.22764543438250778,1.0,1,21.706024699534584,0.6489868327303985,0.5271946593970572,0.7840410390155287,-0.007447456474831249
3,882830940bfffff,0.26846047077219193,1.0,2,22.011385830273902,0.5166069618315725,0.6597611994723427,0.5891300810160991,-0.005014298039309355
3,882830919bfffff,0.4812721303055355,1.0,0,22.32972670757733,0.5434956287440654,0.6732785503263008,0.5672265015685661,0.028805187676584902
4,8828308033fffff,0.5199913143189091,1.0,0,21.775074555215294,0.5643567679258543,0.6000345960211395,0.683680168004055,-0.025951087600466865
4,8828308627fffff,0.290750444298516,1.0,1,21.02217456945262,0.6049794193767809,0.4786273137082738,0.7526900651877702,-0.055339303224803814
4,882830940bfffff,0.3245479736178985,1.0,2,21.312478408434828,0.5646744774557654,0.5294374333287403,0.611388439371292,-6.96524402287824e-05
4,882830919bfffff,0.5554716994819954,1.0,0,21.54054126108662,0.5902523783938491,0.6057947226557744,0.7830241239038931,-0.042780683898799125
5,8828308033fffff,0.586153460760194,1.0,0,19.96150161214334,0.5621664995955306,0.49504768220318307,0.707393631189175,-0.164113318429681
5,8828308627fffff,0.35311224212414644,1.0,1,19.941737234360474,0.6011658184250394,0.5103208576998705,0.8187657142860982,-0.0522762294199252
5,882830940bfffff,0.3797533139308751,1.0,2,19.905469951113766,0.5599269508840574,0.49260152738297996,0.596474163783165,-0.018694196312335036
5,882830919bfffff,0.6094253135165827,1.0,0,20.04449937482775,0.553590393262982,0.6657779062162404,0.6458831850488448,0.16605966234720912
6,8828308033fffff,0.6321297428368885,1.0,0,18.30482110652418,0.544097883079889,0.37128634947373085,0.6616840098438973,0.012570470362868293
6,8828308627fffff,0.41226916544409187,1.0,1,18.970185468641635,0.48796543397836306,0.4461112804733369,0.8247298021248678,0.0543646193300055
6,882830940bfffff,0.4327360923115163,1.0,2,18.715063150398667,0.4589318153306702,0.4619099704500787,0.6627720339397514,-0.004784383614497288
6,882830919bfffff,0.6499631111842873,1.0,0,18.48781651377852,0.5752410248404164,0.4710935691129025,0.643322253060118,0.08353416704035804
7,8828308033fffff,0.664431835166205,1.0,0,17.190087445114873,0.5129287176577211,0.482333458067222,0.5955254825938072,-0.10025929274619093
7,8828308627fffff,0.4661740993709282,1.0,1,18.3244987852671,0.5513306476145047,0.41844357240932706,0.7817281335849631,-0.11697307216760608
7,882830940bfffff,0.48195027743407837,1.0,2,17.863236531175225,0.6694971297774984,0.4445506476888952,0.6235942254652289,-0.0725048057488636
7,882830919bfffff,0.6744160209786901,1.0,0,17.50744510988771,0.5637567241955644,0.4565725386454268,0.5161663764939779,-0.0437545841977683
8,8828308033fffff,0.6859178567895834,1.0,0,17.187226810384683,0.5662082296445413,0.5408068532466607,0.6509108328154068,-0.05015692408069826
8,8828308627fffff,0.5134531446422281,1.0,1,18.3176837767111,0.5415359357158153,0.48685364259767144,0.837725585863708,0.025046479024142775
8,882830940bfffff,0.5216097026916895,1.0,2,17.93502445025841,0.47007063491827783,0.43025835119674094,0.541991591113099,0.03365203958009724
8,882830919bfffff,0.6924760983966992,1.0,0,17.495018201998853,0.6631537673622832,0.36186235832045766,0.5327736972304122,-0.02163953710860798
9,8828308033fffff,0.6986870624524477,1.0,0,18.293610322441207,0.6012675116922626,0.39686473081028156,0.6315629300141954,0.004644712179637925
9,8828308627fffff,0.5507299980980389,1.0,1,18.86476705965131,0.6940059063040546,0.44256914083561455,0.5431647515570522,0.10637240150327482
9,882830940bfffff,0.5565957506690473,1.0,2,18.67709239340378,0.615105411430684,0.39277689969760243,0.538136966146241,0.024927992757811122
9,882830919bfffff,0.7000923232962443,1.0,0,18.479644037741917,0.6708896967642937,0.3489265847670211,0.49883039435790066,0.12414235562571807
