0,1,2,3
0.3105345076258914,0.3916201995959896,0.20929563875884688,0.08854965401927221
0.34308500807318987,0.3388258431014565,0.19746883185804315,0.12062031696731045
0.3385494936652414,0.3529068905256502,0.1734522050191455,0.13509141078996278
0.3141413196637481,0.42317682815392776,0.2039564327813291,0.058725419400995064
0.4126229171871229,0.27750811588159285,0.17668100884870008,0.13318795808258418
0.45559340594546915,0.11345676405467778,0.41639146529115456,0.014558364708698538
0.26171106068766725,0.3865230889263138,0.22655682538165645,0.12520902500436232
0.40841798992954303,0.3437154414930463,0.17606619269907628,0.07180037587833434
0.3461982447111155,0.33744305248304374,0.17562901958988775,0.14072968321595292
0.37547547750666316,0.15364236728052416,0.24520576178624087,0.22567639342657186
0.4246231663007795,0.39411869305706937,0.15246184660259793,0.028796294039553225
0.3771433723276618,0.3138836118472368,0.14957849441262067,0.1593945214124806
0.4313696763067219,0.3235790499648624,0.13617159385827343,0.1088796798701423
0.4721775882367562,0.33051931521359307,0.06979191673870401,0.12751117981094676
0.3712132745756027,0.368941896113834,0.15459689372447574,0.1052479355860876
0.4120482290642319,0.34278531275166524,0.14890689879321492,0.09625955939088783
0.42947331112876674,0.3101373398877471,0.13365844663044335,0.12673090235304277
0.46880122912074146,0.2998575687487371,0.10480214192504289,0.12653906020547864
0.6304371695393035,0.28599482938607695,0.027344979896226525,0.05622302117839294
0.45061886753863956,0.24365143568454858,0.0908389239519078,0.21489077282490393
0.5274625401623474,0.16780456201743527,0.15400316685232446,0.150729730967893
0.5446985482036086,0.2538113803104044,0.045192432644952985,0.15629763884103393
0.5074676210677678,0.3285064684428662,0.06554542228281054,0.09848048820655526
0.5682689268582156,0.09905573192006326,0.17968000976102902,0.15299533146069197
0.44943979918415533,0.3342125200329628,0.11534003611926713,0.10100764466361471
0.6477287400389806,0.22660968107263,0.007279147278288781,0.1183824316101006
0.5076787659017257,0.21548871000022018,0.12200112893077009,0.15483139516728386
0.4891335978566349,0.25230034472813845,0.046643543110666076,0.2119225143045606
0.5613002030452858,0.19322831192313916,0.06610295754900601,0.17936852748256898
0.5637958944809324,0.2583534407838437,0.01197379501258619,0.16587686972263768
0.5473205417030573,0.23153034585993054,0.11090820918093587,0.1102409032560763
0.47534388323064103,0.1817031322929271,0.12736964372330564,0.21558334075312632
0.5746553849238496,0.16141881453825546,0.12521676452823602,0.1387090360096589
0.587265339822167,0.20190937559010377,0.056255913254413495,0.1545693713333157
0.606533594531285,0.19892645207422519,0.010468172634306902,0.18407178076018288
0.6112512100260867,0.21948549669793913,0.010426920198392876,0.15883637307758122
0.6315536046331997,0.11792681355095132,0.010075666420529636,0.2404439153953193
0.6972431730155524,0.05895772548487538,0.08506104649813619,0.15873805500143615
0.6166607590741977,0.2004734858535008,0.06568018285717887,0.11718557221512256
0.5775788264145392,0.15634298914465386,0.05089363887294169,0.21518454556786545
