timestep,cell_id,free_energy,precision,agent_id,temperature,humidity,vegetation_density,biodiversity_index,carbon_flux
0,882830919bfffff,0.12554271812483686,1.0,0,19.978820072402133,0.5716687420971434,0.46964806805600867,0.4884110395487372,0.039589630825965894
0,8828308627fffff,0.07376861276618835,1.0,1,20.021962283849724,0.6354033169858992,0.5495069863582993,0.4900600679756089,-0.09311641738755339
0,882830940bfffff,0.12936799445243846,1.0,2,19.98205741067931,0.5764455981697273,0.4820056938357796,0.5084308273784673,0.03305923467026343
0,8828308033fffff,0.15984160422672375,1.0,0,19.973603670070897,0.5808242684384302,0.5929239019472379,0.43902036253879073,0.00908611702261283
1,882830919bfffff,0.20991709637775163,1.0,0,21.436886671357147,0.6935741089930059,0.6125792748354711,0.6116695815457014,0.069767447200556
1,8828308627fffff,0.11409834196270296,1.0,1,20.98015229714478,0.7415815442052113,0.4595418461320462,0.6376011431287443,0.08841445044937941
1,882830940bfffff,0.167170937410773,1.0,2,21.34095620372197,0.6088333569391043,0.589632772200172,0.5573579550878676,0.09230753844824616
1,8828308033fffff,0.26728383157959373,1.0,0,21.733562557811137,0.7139723838182475,0.45697042562766843,0.6078175015472264,0.06000540263818101
2,882830919bfffff,0.32325994643841127,1.0,0,22.403664240402783,0.7009111442459613,0.578502244891604,0.6049452613525909,0.016773902664028742
2,8828308627fffff,0.16660337861156227,1.0,1,21.677478112716148,0.7246994321923506,0.4617496541267604,0.6511591679254553,-0.05606162596702098
2,882830940bfffff,0.21616475783404368,1.0,2,22.066228229469846,0.6855995231401684,0.5851766822053107,0.6031907296269525,0.030138872366053303
2,8828308033fffff,0.3796847654344244,1.0,0,22.792917064313233,0.6320063588831724,0.5028215483346353,0.6771860430468898,0.004387047121773576
3,882830919bfffff,0.42853336192856384,1.0,0,22.476786332612964,0.6791431981446219,0.6161414494219095,0.6072046088349207,-0.05863220706389355
3,8828308627fffff,0.22528853758536038,1.0,1,21.735209144705415,0.6127545579540176,0.48541186702820377,0.6660714945616694,-0.004824286489659671
3,882830940bfffff,0.27035208828547636,1.0,2,22.04811612034311,0.7054338182712112,0.6918503005861489,0.6634550622264234,-0.03148211787927353
3,8828308033fffff,0.47440129202482995,1.0,0,22.686438426522777,0.6223587696477562,0.5005872987366979,0.6484052557690956,-0.021238291275947393
4,882830919bfffff,0.5112629641223482,1.0,0,21.422652917540418,0.6159598846995948,0.6803006615622503,0.5892508712221182,0.074248011173642
4,8828308627fffff,0.2908550719422739,1.0,1,21.146998437853384,0.5846361877835449,0.5123156607957167,0.891458392851024,0.018990462239691905
4,882830940bfffff,0.3269043402938918,1.0,2,21.285100951962374,0.5768897355973915,0.6317260910708848,0.735347160666186,-0.05142076486729645
4,8828308033fffff,0.5470392674442199,1.0,0,21.678599503748234,0.6667340087533945,0.43353508251778383,0.6472117278303327,0.04938903864802539
5,882830919bfffff,0.5746640198991915,1.0,0,20.00706481315829,0.4389248167325611,0.5527519541039918,0.6131243988794995,0.12708671687867082
5,8828308627fffff,0.35468755119296036,1.0,1,20.040682194001498,0.6176499856323296,0.4682897633982427,0.8413710285538925,0.09180628033147331
5,882830940bfffff,0.38076611439409347,1.0,2,19.926532220729154,0.5481911712805609,0.6020328118418025,0.6822087294953045,-0.027848403745191083
5,8828308033fffff,0.5989747234077321,1.0,0,20.156145123228793,0.5563835839809503,0.5820769313771019,0.6498213532501282,0.00623374925802705
6,882830919bfffff,0.6230216854829244,1.0,0,18.38770803807095,0.5870239985103193,0.41123060711352494,0.7388177756591489,-0.02490573761353754
6,8828308627fffff,0.41485253555085,1.0,1,19.00744394449676,0.5175467399511453,0.37799164698981913,0.7847640567502809,-0.022570271702392276
6,882830940bfffff,0.4294441401320287,1.0,2,18.708044575142186,0.504968949514759,0.599193388668396,0.6196484537821303,-0.016871371562388188
6,8828308033fffff,0.6412849991277484,1.0,0,18.29511557517092,0.5752526519932949,0.4826490858719474,0.6571510936806366,-0.00039186048344150385
7,882830919bfffff,0.6570317712664367,1.0,0,17.623822047248446,0.5618527005962204,0.40376850585431423,0.6595080419315358,-0.04482804242973559
7,8828308627fffff,0.46409534766910243,1.0,1,18.371312480821715,0.6044677572273908,0.5301658148221042,0.6631461187316576,-0.1008486727680689
7,882830940bfffff,0.479379082525053,1.0,2,17.883605821835765,0.49205861229089465,0.40782585940677213,0.6506024940552224,-0.012765570580058914
7,8828308033fffff,0.6689583193400254,1.0,0,17.167531260296624,0.5179080562125349,0.5474853314175452,0.5945897031343299,-0.03979707485252271
8,882830919bfffff,0.6784784940191675,1.0,0,17.571145820432612,0.5971415733008923,0.3670802734656242,0.5938559841601576,0.026877550384825005
8,8828308627fffff,0.5105669215777152,1.0,1,18.273571260027907,0.6000158451719284,0.38383303444446276,0.6628595509354439,0.017209198464111432
8,882830940bfffff,0.5244672060634465,1.0,2,17.862313629458054,0.6558100654608212,0.37222732105624384,0.5809727112105402,-0.00618567637400881
8,8828308033fffff,0.6884688826013956,1.0,0,17.253280811826844,0.5611609778446556,0.461996133606751,0.687873196719924,0.06344125318852098
