timestep,cell_id,temperature,humidity,vegetation_density,water_availability,soil_quality,biodiversity_index,carbon_flux
0,8828308635fffff,20.11006609758638,0.550713754983106,0.44968351780456334,0.537746461421837,0.6487294738122584,0.4863336588476814,-0.02099094682613198
0,88283090a5fffff,19.89414342382944,0.7108571257281591,0.5537423856516245,0.5751715074285749,0.6032624071794409,0.3743275621625045,0.02082433499402971
0,8828309409fffff,19.950502116883055,0.6142290602812058,0.5267187117341547,0.6087795140971418,0.5266862522608854,0.5462658638460991,0.04410607139128523
0,8828309451fffff,19.9841313586768,0.6049934906576063,0.402149505479121,0.4994722752651825,0.7143656122925383,0.5815230976568473,0.025439761490827613
0,8828308629fffff,20.0376516976465,0.5229967418191357,0.5716481444581091,0.5487477618768939,0.533267056160515,0.45329489791588273,-0.03566987649493918
0,882830940dfffff,19.927355553387653,0.5963737202358312,0.4708239947166611,0.4745598397084833,0.5352970611945598,0.4822040868517241,0.04239592000992898
0,8828308719fffff,20.00858316886582,0.5749349448203943,0.5597307844431797,0.4391523063214107,0.7157848145295509,0.4881862380793277,0.045148207590881666
0,882830862bfffff,19.979018924530358,0.590715294614498,0.542533149633143,0.5186393918482676,0.4800312885135949,0.4787740978995041,-0.04094224476040332
0,88283080edfffff,19.933617292729604,0.5697299117496663,0.488132991236566,0.5007933916661427,0.6062098273883019,0.4797934043967192,0.011810161359193366
0,8828308621fffff,20.0097400294569,0.5904527623238569,0.47955000215052535,0.49390219327944673,0.6398084710676973,0.5213101937612281,-0.014364388010716229
0,8828309407fffff,20.027170665109335,0.5643294837709778,0.5750724569468969,0.43227741937840425,0.5651536613606049,0.47221810366720596,-0.023611310027731678
0,8828308441fffff,19.99208607332477,0.6877328489646974,0.5496824014229847,0.4614558888282892,0.6176390093670573,0.5737748676848436,-0.01241792778301247
0,8828308269fffff,20.022730573413828,0.6750766424678205,0.5547073353684063,0.5425684223171067,0.5619008372714868,0.5266771021137273,0.01312621655055908
0,8828309401fffff,19.957949607009184,0.6163330269693257,0.4833963794180656,0.37797481020860296,0.561189486155732,0.48572870992792266,0.0704002320008704
0,8828309415fffff,20.025798467199756,0.6713063843316255,0.49277689858719803,0.4865306303764758,0.6700495505882375,0.4492509698758197,-0.011650074148305612
0,8828308033fffff,19.930254664139497,0.5978566425916363,0.5593542357011936,0.5485909293809176,0.5884914512966475,0.46218271277949635,0.021072987690325583
0,8828308037fffff,19.93628474708703,0.6819430945242574,0.4830855147205683,0.538809897552084,0.5543488486627726,0.4690343679806311,0.08319426825825271
0,8828308753fffff,19.930822113365036,0.6041482311470542,0.475206115155494,0.40816143721961945,0.5568213724235525,0.5573319000512743,0.03979651723720642
0,8828309439fffff,19.962131342135795,0.5995158945602063,0.5314127680099143,0.5680557626949636,0.6070171944001981,0.46637987842628487,0.021669640954437595
0,88283080e5fffff,19.95857027230956,0.5608739692266156,0.5372296260273591,0.5483223180632997,0.5648860827417239,0.5664010871693711,0.08394058031917351
0,8828308031fffff,20.020158859263947,0.6418563954565023,0.5680315090407528,0.4487127028517001,0.6301958686418413,0.5124680348014345,0.038732925036164254
0,882830919dfffff,20.021116269971937,0.5646314654505802,0.5715067137561467,0.5359704370498405,0.5926247108368906,0.4002807147998556,0.006649221853947971
0,88283090a7fffff,19.992034414925687,0.6011437963243161,0.5844601420751987,0.5356377952866198,0.5775713117066762,0.49320136835395967,0.047750815751503084
0,8828309403fffff,19.94546184680495,0.502265224449648,0.4921714542832015,0.5892443150776591,0.6638545647162244,0.5024994845176625,-0.020806109436512954
0,882830940bfffff,19.98629404733516,0.5114314408953707,0.520166225138931,0.5344608351848553,0.5230282358480149,0.5822740474596815,-0.04780116305367115
0,882830871bfffff,19.99074485816086,0.612100604692786,0.5517062067854605,0.5001319797487401,0.643015172727329,0.5527998087398507,0.05147089203586361
0,882830803dfffff,20.010785471267102,0.5733188886263895,0.5805312882705805,0.5544106024944913,0.5379937783971721,0.4869954554120773,0.03063965579708617
0,88283091d7fffff,19.986681393453182,0.6274355044882662,0.5386515236096813,0.5695748374499452,0.6433045785983091,0.5334381851384283,-0.06821123493981611
0,8828308625fffff,20.04042045842153,0.47410003097406,0.4664318968304806,0.5477095800566982,0.5972171929420041,0.3578168578777985,-0.042031520751758616
0,88283081dbfffff,19.985124332492486,0.6204958917226545,0.35116935631769547,0.4339977231537291,0.6703866653598296,0.5468129265859666,0.047368573298570936
0,882830824dfffff,20.033123301956657,0.5855689642133027,0.5020942481489389,0.6177215074405766,0.5481462725294812,0.4620862619591829,-0.034502744762886534
0,8828308017fffff,20.0007439128376,0.6718965852686827,0.4514633818744818,0.49607055595298616,0.5931050742946813,0.6091610490964301,-0.06863901710071299
0,882830844bfffff,19.998015569366082,0.5824535780001758,0.46053695467450934,0.5453517218535375,0.5271006631138102,0.5533022271752001,-0.05898963716502359
0,8828308241fffff,20.038079535987002,0.6368489357238892,0.4087790438017397,0.46758114522455746,0.5659122609079191,0.5204221575125064,0.00431877733748499
0,8828308623fffff,20.0204766974046,0.6169107631584283,0.5350269287369753,0.4497212333086013,0.6483843223367953,0.4851995785751026,0.0450374062273116
