timestep,cell_id,free_energy,precision,agent_id,temperature,humidity,vegetation_density,biodiversity_index,carbon_flux
0,8828308627fffff,0.07282528557955982,1.0,0,20.011836001170703,0.6354762714263552,0.4917141645952615,0.48440717348747697,-0.05753148956902959
0,8828308033fffff,0.13391522905444495,1.0,1,20.041664493293844,0.5937020057597608,0.44007361858591093,0.4655893334652381,0.020442354853181285
0,882830940bfffff,0.1261735975389663,1.0,2,19.906317378527774,0.5504359330035102,0.5413043478621324,0.44312817515673486,-0.03478477627754969
0,882830919bfffff,0.10649804906266463,1.0,0,20.151926393770125,0.5102068266583536,0.6180056599290428,0.4806023406268004,-0.013567927281350617
1,8828308627fffff,0.1555077619935359,1.0,0,20.992121108870457,0.6593552806932136,0.5096024524072787,0.5802239555377013,0.03380159245166866
1,8828308033fffff,0.17016272973132185,1.0,1,21.71720999833232,0.695220695787269,0.5743561732334329,0.4796260613253558,0.08523414324369086
1,882830940bfffff,0.16309432293630877,1.0,2,21.321861301373747,0.6733132690852062,0.5432878471634455,0.5279951208176767,-0.018637122309162257
1,882830919bfffff,0.20514264964270473,1.0,0,21.47920873486856,0.5728560971841434,0.6558676383328996,0.48400635722199103,0.0009008466119256389
2,8828308627fffff,0.2648349095367691,1.0,0,21.686601491162353,0.6533242028550784,0.5528312244763721,0.666805177753225,0.03399532320793445
2,8828308033fffff,0.2217339571753942,1.0,1,22.82328849316137,0.6880614614997675,0.4943724312790386,0.6079718549936352,0.05959582559240361
2,882830940bfffff,0.21150936807667223,1.0,2,22.010189868077116,0.7108266392335804,0.6497047968841998,0.5856514116132947,-0.005281770030473263
2,882830919bfffff,0.3209346228358224,1.0,0,22.3973901137874,0.742751154755707,0.6103519416036023,0.5750240683540955,-0.06556617872521621
3,8828308627fffff,0.3797806147368264,1.0,0,21.654131032795178,0.673029471701515,0.5138397841055882,0.7878461894710462,-0.04658772395538431
3,8828308033fffff,0.2788466803430236,1.0,1,22.860627665479722,0.7139593567047915,0.5520724425980202,0.641553150863009,-0.04584144938518659
3,882830940bfffff,0.2626121217194606,1.0,2,22.100537239557337,0.6047979864324243,0.6586668850627724,0.5713879679267152,-0.09350023415894287
3,882830919bfffff,0.42781491178914793,1.0,0,22.423924830915578,0.5975084029250332,0.6107287719950056,0.6253396378593802,-0.03319947480411723
4,8828308627fffff,0.47573558789174164,1.0,0,20.986106931174948,0.6015849741802534,0.39714450311127875,0.6932020846867111,0.04828755242312309
4,8828308033fffff,0.3381157093195332,1.0,1,21.65400781060669,0.5670234431683747,0.50850282892809,0.7058400497228002,0.007086289578220575
4,882830940bfffff,0.3213688080952403,1.0,2,21.225852332126607,0.6184629327299633,0.5368618901888613,0.6986863079868494,0.005848702429842833
4,882830919bfffff,0.5113731632696722,1.0,0,21.504181065779278,0.5466306220694552,0.6814395916457985,0.613727608943409,0.010527346653558685
5,8828308627fffff,0.5461683563130451,1.0,0,20.003169480517876,0.5586507558901429,0.5609153600544236,0.7549760958262375,0.061301764388443744
5,8828308033fffff,0.39246597229884284,1.0,1,20.017725377294724,0.6493541230897347,0.5855562627327192,0.6320831376316962,0.004433105399644931
5,882830940bfffff,0.3783641937263157,1.0,2,20.03235221071995,0.5746301229914866,0.5448937142112987,0.7175236241130523,0.028849865818094088
5,882830919bfffff,0.5743028717137071,1.0,0,20.046853702606207,0.5240175843204494,0.6466740208433267,0.725440085439586,-0.019403401512718098
6,8828308627fffff,0.6008053431541885,1.0,0,18.870516422871,0.5934496858929714,0.4830550975237058,0.7634736641721344,-0.019983423401465347
6,8828308033fffff,0.4424258965027968,1.0,1,18.4878169240303,0.4533377433886926,0.5561049751250362,0.6589027173252927,0.0028368347947842197
6,882830940bfffff,0.4267161297446419,1.0,2,18.64755409118358,0.4732087125254256,0.5932831468122743,0.5966809416037868,0.0687085829427414
6,882830919bfffff,0.620861708077343,1.0,0,18.466022272048587,0.49101774165489565,0.5497171830222323,0.6584246020991845,-0.05618169887351205
7,8828308627fffff,0.6391166791517667,1.0,0,18.2998570618435,0.5363604732294621,0.5987109168071729,0.7482974730894637,-0.12152124272513395
7,8828308033fffff,0.48912552068020426,1.0,1,17.18339390586856,0.5123624852583347,0.4926843769046643,0.6334572734459676,-0.0655513915603356
7,882830940bfffff,0.47680218944858893,1.0,2,17.965851076920366,0.4857337817510293,0.42213692204238107,0.6787404957601173,-0.15496923965840717
7,882830919bfffff,0.6538939563106333,1.0,0,17.630903859292577,0.6168371563380916,0.47612906568739366,0.6189535286315695,-0.05887882219286619
8,8828308627fffff,0.6676151424865527,1.0,0,18.38094722596158,0.6791888023523991,0.5408660322967991,0.7300640768519449,-0.012242047364416
8,8828308033fffff,0.5337861845546059,1.0,1,17.227611869227434,0.714322108860415,0.4366956293217547,0.6729574171736413,0.00952557577075342
