timestep,cell_id,free_energy,precision,agent_id,temperature,humidity,vegetation_density,biodiversity_index,carbon_flux
0,8828308033fffff,0.1367607731649107,1.0,0,19.964888450593964,0.6261283877385495,0.5556244927800376,0.47527176124453174,0.006070113158431304
0,8828308627fffff,0.08112273393205126,1.0,1,19.918736847774245,0.6389229203282774,0.4946915100190843,0.6523107214035844,-0.0002893795671724125
0,882830919bfffff,0.12474396809326553,1.0,2,20.000290979672325,0.6412862330343154,0.47926739603448437,0.4610491771321774,-0.16199245392405723
0,882830940bfffff,0.1734357430795359,1.0,0,20.076696818060537,0.5856631418271588,0.5473083881040586,0.5139317268228517,0.04830179756698312
1,8828308033fffff,0.22302132141804198,1.0,0,21.61728918505989,0.6994123071406761,0.5828261710553144,0.6166796572247916,0.011010656567510586
1,8828308627fffff,0.11757295211574485,1.0,1,21.01623027028553,0.5702788055740562,0.4610078610345193,0.5858145170943888,0.14108994888614107
1,882830919bfffff,0.1609950623756197,1.0,2,21.528642286561958,0.6316458308921256,0.6085012890960856,0.5090756907421788,0.014371849030486251
1,882830940bfffff,0.2750224014545548,1.0,0,21.346135392301175,0.6972621042794059,0.5865925116851565,0.5328853195045673,0.023733629695468675
2,8828308033fffff,0.3316729836654325,1.0,0,22.7654456439648,0.7884600956898417,0.6071618648469741,0.6601539757696637,0.05388001940331804
2,8828308627fffff,0.1700358143561842,1.0,1,21.740634196048994,0.7220363965653837,0.5365657226412202,0.6939566180312747,-0.020570603218374225
2,882830919bfffff,0.20827869383915387,1.0,2,22.39187972095575,0.7647924921091768,0.620183686632571,0.5290394475083344,0.008473498692994949
2,882830940bfffff,0.38369110972517395,1.0,0,22.070172775761883,0.6780668218622574,0.6921258291651646,0.6518377256073653,0.010558217034831835
3,8828308033fffff,0.4363745250944788,1.0,0,22.83248359827689,0.6742132416455338,0.43775563212669294,0.6358390631076776,-0.005552467673571782
3,8828308627fffff,0.23250058728693174,1.0,1,21.75547880325492,0.6582736308119179,0.48581372418599283,0.823520652388884,-0.10887364752203267
3,882830919bfffff,0.2613116005782403,1.0,2,22.411501798713473,0.625567746431228,0.7098706561418331,0.640116563462135,-0.03258855556051482
3,882830940bfffff,0.47557910830704075,1.0,0,22.159694976328723,0.6728596989772713,0.6630777676136521,0.45392356042970083,-0.0017974405837068233
4,8828308033fffff,0.5174711654055707,1.0,0,21.657993112573717,0.6264684757684149,0.5617743494841536,0.75214742252112,0.04993175595299301
4,8828308627fffff,0.2963500824201942,1.0,1,21.031560395241414,0.6048471311807119,0.43891770911146216,0.7716132439853741,0.007477628286748187
4,882830919bfffff,0.3155058863962713,1.0,2,21.448617026633563,0.5901913879833444,0.6555583277776188,0.6285241847633163,0.04170892185509807
4,882830940bfffff,0.5484389405495536,1.0,0,21.21145416061371,0.515316146386967,0.6073020918967217,0.558638544386266,0.04285995865335392
5,8828308033fffff,0.5780169483873749,1.0,0,20.06603381976952,0.5890176708667485,0.43916170496258805,0.5882946920134109,-0.03551012447694353
5,8828308627fffff,0.35736464596229944,1.0,1,19.91519080732162,0.6041285692048516,0.4886788842863855,0.7548447089018777,0.025427156739902756
5,882830919bfffff,0.3675233096106759,1.0,2,20.059499158111155,0.4307678769031954,0.584043668501854,0.6050482504120795,0.058904050771813314
5,882830940bfffff,0.5999854595011925,1.0,0,20.046412918217793,0.48618762399792315,0.5578944143652766,0.5482212518731225,0.19408145872787744
6,8828308033fffff,0.6225491221928596,1.0,0,18.36177259354363,0.5686028297850568,0.46780958356690516,0.6705219906038671,0.052819242994725554
6,8828308627fffff,0.41454952474803947,1.0,1,19.045860651189262,0.5293331545729545,0.5068834678282579,0.805073472429689,-0.0047488133380404985
6,882830919bfffff,0.4224543636595119,1.0,2,18.49031612062488,0.6050232373369719,0.5155554792289804,0.7134919437033198,0.020863455113441336
6,882830940bfffff,0.6393082462451806,1.0,0,18.715332258662688,0.506490645574388,0.4844208127997601,0.6036413067315318,0.0578586818540172
7,8828308033fffff,0.6557057488269256,1.0,0,17.1963114378205,0.5911019200232858,0.5525278539115878,0.6681485205183256,0.019173059145437623
7,8828308627fffff,0.4665199542949709,1.0,1,18.254380146648586,0.57498034703156,0.4811690338707337,0.7524071374417113,-0.15019070679458257
7,882830919bfffff,0.465101873032322,1.0,2,17.552183341246014,0.46591725190532335,0.5914195917951546,0.5197577730910278,-0.08485080467094872
7,882830940bfffff,0.6676252780565574,1.0,0,17.95765933741883,0.528511479785906,0.3697283248033021,0.6128167949255241,-0.058532019633749696
8,8828308033fffff,0.6766328512616091,1.0,0,17.207960747774596,0.5509110837618479,0.44458095103445994,0.5502066989611242,0.024572689744207055
8,8828308627fffff,0.5114657237284244,1.0,1,18.313808734391422,0.6761015410775064,0.5239997226230876,0.6897068203278974,-0.03981297093340547
8,882830919bfffff,0.5125992289868898,1.0,2,17.505430852461338,0.6052606859514335,0.3916043918798741,0.6996075781534095,-0.04576340699073151
8,882830940bfffff,0.6837158701897196,1.0,0,17.969668298478005,0.6122040565172379,0.3710823969650322,0.5800103659060878,-0.006616476601819846
9,8828308033fffff,0.6896025868759719,1.0,0,18.328217031849444,0.6512211155876888,0.5253018514011534,0.578350363063856,-0.01999300342878008
9,8828308627fffff,0.550454625550546,1.0,1,18.97535487138141,0.6567622231836154,0.42813681443816254,0.6102350658251902,0.10931678291103103
9,882830919bfffff,0.5516163047198795,1.0,2,18.508342241950118,0.7068701217159998,0.336384573629289,0.528802351346201,0.06908762621516736
9,882830940bfffff,0.6932208765521612,1.0,0,18.62296824894555,0.6247792774407419,0.4119642228084969,0.5720703819766139,0.10776545710194453
