timestep,cell_id,temperature,humidity,vegetation_density,water_availability,soil_quality,biodiversity_index,carbon_flux
0,88283081cbfffff,16.3440612643615,0.7973532105492969,0.8831479563944815,0.9,0.6094964429791889,0.8295526707785622,0.04967092426151539
0,88283080e5fffff,18.86349221004345,0.7310666791727859,0.8809575335703581,0.8626386363888481,0.4579941280833278,0.7529581166933128,0.020167550192616197
0,8828308039fffff,19.92817260418617,0.7395923642191088,0.8565945731475398,0.880784017573181,0.5290318428657043,0.7445935320359559,0.024060936477081917
0,8828309195fffff,19.592566329542773,0.7136681720221318,0.8434236495134666,0.8989268157454409,0.619114003724841,0.7789932186667614,-0.0015593567329805907
0,8828309415fffff,19.723736438238706,0.6079757910319109,0.8453183539055931,0.8151240767642828,0.5155512051357624,0.7059073012169454,0.07762519245978089
0,882830919bfffff,18.745715593213134,0.6960807899441728,0.8993844900451322,0.8572546843025471,0.5978208564618906,0.7748809507853957,0.05748593848606379
0,8828308249fffff,16.829395364423583,0.6290721936689879,0.8992269648526768,0.8644584651032501,0.6315371768258659,0.7997631188996595,0.034699925518354685
0,88283090adfffff,20.034168788238627,0.7605302867929795,0.887215451631806,0.8886718019432311,0.5405195544646423,0.7933705237305022,0.023926371980630655
0,8828308245fffff,15.557318595182885,0.6271729351854016,0.9020416564326749,0.9,0.6428443817805514,0.826205926995997,0.04538363230346694
0,882830940bfffff,16.31257070946869,0.6618413717585712,0.8518646529211195,0.8217735110623042,0.6152024008462771,0.7592023208401535,-0.002718037576969347
0,8828308625fffff,15.406111883021175,0.6698407989814543,0.8275011625047466,0.8707037535950799,0.7953552663357352,0.8488258341793453,0.018284783454990083
0,882830862dfffff,13.98985914493216,0.7849153434825968,0.861638621624272,0.8404391810056516,0.7735416954294625,0.8181821743206754,0.04357593723536381
0,8828308713fffff,19.140575995415535,0.728925464213323,0.8195410896873384,0.794587211065379,0.755455163097537,0.7836206751241543,0.04384854454396394
0,8828308017fffff,18.39748933359766,0.7196520984329243,0.899296230104269,0.9,0.4643931599249787,0.7626719919763354,0.02641523744573864
0,8828309403fffff,18.092554568965408,0.6850854224246006,0.8989058619982252,0.8691588185444694,0.5592444654018972,0.773140073619362,0.03808185951786517
0,8828309409fffff,17.033855761828733,0.7588661828383988,0.8410660577263623,0.8411379076241016,0.6593730482171691,0.8086047320899833,0.020782200745134705
0,8828309199fffff,19.66799115695665,0.7564331285608857,0.887203167562012,0.9,0.5905599247173828,0.8042327629655392,0.031796889007137175
0,882830919dfffff,17.67701616153746,0.6479664032644297,0.8770516168558375,0.8968228919296013,0.6147400807664625,0.7883392519143255,0.020681374504218683
0,8828308015fffff,18.374137001233038,0.7714726875659215,0.8828908908383459,0.8468671391798828,0.5052468912951139,0.7824524423464877,0.023903335913321347
0,8828309411fffff,18.244009707704922,0.6405117371912419,0.8439408386112678,0.8872088779260987,0.5179833232788456,0.7502119814099595,0.017046579221278675
0,882830844dfffff,16.57741736030993,0.7503563586132223,0.8694177497543556,0.854579758809901,0.7690822137602827,0.8140458731833349,0.03957499410193311
0,8828308241fffff,20.358786288113922,0.694369735929089,0.872222810220379,0.9,0.6765348265521239,0.7954432919103773,0.035140385630185456
0,88283090a5fffff,18.19525655677478,0.7259239597661131,0.8938365914122222,0.8781060582790076,0.5687297764872324,0.7703782287920491,0.024044005085157687
0,882830863dfffff,15.57601699729018,0.7298991622262746,0.8796883875416068,0.9,0.7695781005176385,0.8746607833102129,0.06333735297460177
0,8828308269fffff,16.085338935062037,0.6817159208470741,0.8272933552736718,0.8737406567328042,0.6281214639956133,0.7920381240061676,0.08344767804641559
0,88283080e7fffff,18.345548986983992,0.7875213729305267,0.8785962599334538,0.8427248552829429,0.45640192526478107,0.7422779111733284,-0.004992707258400307
0,8828308623fffff,17.602832302725336,0.6646808437716171,0.8552793683538187,0.828388439003221,0.7912436126998834,0.8049115773491932,-0.003058648770409407
0,88283090a7fffff,17.09923082079618,0.6350425878012308,0.8473635146323992,0.9,0.5875204076492317,0.775097159748922,-0.003521683949351609
0,8828308033fffff,17.658158119962692,0.7585434258587243,0.8809870608638437,0.892573618580283,0.5141290089187781,0.7778537721941631,0.05231972931259628
0,88283091d3fffff,22.227907173255815,0.727663422089034,0.8782937213041613,0.8608289684096565,0.5632199358244138,0.779038427176626,0.05719195938826828
0,8828309193fffff,17.196505326703974,0.6335010702740622,0.9002538179882488,0.894241750575278,0.6338613497109584,0.8227632884271827,0.06193253337573102
0,8828309197fffff,16.535455736994848,0.6999601084563806,0.886706528744663,0.8679370006484342,0.6137490289869922,0.8180059736326086,0.08203140468069653
0,8828308031fffff,18.284290427227788,0.7815604075044364,0.8898933298901703,0.8723150577423786,0.5346761125931285,0.7720041011470018,0.03938447360370468
0,8828308753fffff,16.081906578474996,0.6877691728851497,0.8907652160722692,0.7835331549704981,0.7687469155862354,0.8177784052647805,0.031185293722679888
0,8828308719fffff,17.787657033108026,0.6277105510879063,0.8287180345909155,0.86910959377229,0.7549803941658718,0.8480057163094433,0.0031033377035160903
0,882830803bfffff,18.718683387404706,0.8003573517677328,0.8836845493607072,0.8595979547100422,0.5047594112351967,0.7381202426422929,0.04201185407237334
0,8828309447fffff,17.7387746301956,0.7166394691331207,0.8397240892388674,0.8751222070808309,0.6973967773691442,0.8227975857909956,0.050234258552743216
0,88283080e9fffff,18.04531869644022,0.817558650569514,0.8988257255042806,0.873468677552622,0.4156981791325335,0.7303548884785076,0.015913474026646814
0,882830803dfffff,20.095596217832327,0.7260698312019871,0.8563935966354601,0.8694044552192056,0.5418182198425694,0.7593780891084712,0.036190106135416955
0,88283080edfffff,19.01761417817762,0.7662757221741617,0.8897003431196535,0.8702382831086863,0.44835468616365465,0.7184442811088406,0.05578758103356765
0,8828309407fffff,19.41000493169873,0.6982496687877282,0.8575177462574398,0.8419353452653064,0.5230301942646133,0.7451390000248088,0.02547902987707495
0,8828309453fffff,17.4503904198644,0.6767956899242384,0.8360967769595872,0.8179054335876105,0.6550439331278051,0.7866799062865223,0.046328450190583535
0,8828308441fffff,18.42115508949783,0.7241908507720463,0.8513890264669085,0.8690722753298608,0.7796239038822989,0.8631008449321868,0.03561998661046263
0,8828308627fffff,16.70312755698023,0.6363772088169665,0.8408385546411141,0.8764940730553193,0.8054319302081558,0.8519287001426388,0.04059704413450768
0,882830824dfffff,19.286604987192074,0.6664696536616282,0.8906659086177118,0.8611496743819006,0.6348886959923766,0.824666561159334,0.02087418132295682
0,882830871bfffff,17.542798767282694,0.73098565609387,0.8688559237635215,0.8058982620084827,0.7772787221994835,0.8474201964705852,0.0344238406111503
0,8828308629fffff,13.911751250642837,0.6313993799691869,0.8444478202718454,0.845702757675015,0.7710925333915528,0.8125387079882807,0.05366578543099058
0,8828309405fffff,18.36110871270817,0.6636822277945199,0.8556561755054797,0.8677910414369712,0.5839162517558831,0.7443406942822844,0.0905677014150309
0,8828309419fffff,18.566119313441185,0.6357125251398731,0.8572709853180897,0.8177838217389447,0.591709176682468,0.7527642298239304,0.03505911149663475
0,88283080e1fffff,18.15061033321131,0.7250133426073532,0.8882093345799807,0.864696875172482,0.4389748598638171,0.6967680538671397,0.03073107999253663
0,882830844bfffff,18.074973395897246,0.7612501430236472,0.848242497702828,0.7966951241385619,0.7722797714637676,0.7743387571185392,0.044790005660461756
0,88283090a3fffff,15.765489119811962,0.7048639103229036,0.930709728490274,0.8932427542223293,0.5910337810240848,0.8226667016128779,0.06393989310914962
0,8828309451fffff,17.15402853458448,0.6802642131293323,0.820458308634796,0.8377877169523202,0.6843999671926582,0.749870626303273,0.06922863477655783
0,88283091d7fffff,19.45516115155829,0.6905832268201089,0.8597323227534887,0.8908554891237093,0.568922386507808,0.757509928456063,0.05701158326676388
0,8828308711fffff,20.277746867478577,0.7068473045542527,0.8588640463066917,0.9,0.7517068093665967,0.8201451333040699,0.05445696122662129
0,8828309191fffff,16.879807243846905,0.6304974383448253,0.854871569893716,0.8842220966685791,0.6268384114083646,0.8006875295382073,0.009189440026085897
0,88283081ddfffff,17.189165346206693,0.8634125502242772,0.890038486002279,0.8375259653670535,0.5795043363792558,0.7786537301426862,0.040993002741861545
0,88283081dbfffff,18.941304106971813,0.7709070357932639,0.865178706984347,0.9,0.5163035430932402,0.7851767642949099,0.05852482508871576
0,88283090a1fffff,18.33306177401304,0.7242363705801569,0.8691005164061923,0.8927759291736642,0.5487624074605072,0.7481943144302037,0.03954645236111907
0,882830862bfffff,17.63633480558281,0.7529688571315141,0.8940479428489286,0.8245474085203709,0.7896846169478059,0.8294256615519628,0.03986700172082493
0,88283081d9fffff,17.05858335559256,0.7398322949806364,0.8714218961566951,0.9,0.5273064557730651,0.7524319762532886,0.031663767092279436
